                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.1011,                0.55344,                 1.0076,                0.51329,                0.16129,                0.17179,                0.07519,                 2.9865,                 5.1502,                  3.441,             0.00029158,             0.00029158,             0.00029158
                    151,                 1.1262,                0.55521,                 1.0063,                0.52573,                0.15412,                0.17455,                0.08021,                 2.8882,                 5.2446,                 3.2789,             0.00028608,             0.00028608,             0.00028608
                    152,                 1.1031,                0.54713,                 1.0149,                0.51505,                0.16325,                0.16958,                0.07638,                 2.9617,                 5.3307,                 3.4491,             0.00028058,             0.00028058,             0.00028058
                    153,                 1.1024,                0.55187,                 1.0169,                0.51828,                0.15054,                0.21128,                0.09839,                 2.9554,                 5.4962,                 3.1703,             0.00027508,             0.00027508,             0.00027508
                    154,                 1.1061,                0.54947,                  1.016,                0.91543,                0.12903,                0.22263,                0.10309,                 2.9447,                 5.6351,                 3.2535,             0.00026958,             0.00026958,             0.00026958
                    155,                 1.1229,                0.55121,                 1.0144,                0.51701,                0.15054,                0.21001,                0.09468,                 2.9644,                 5.9673,                 3.2808,             0.00026408,             0.00026408,             0.00026408
                    156,                 1.1093,                0.54884,                 1.0134,                0.52414,                0.15355,                0.15451,                0.06687,                 2.9812,                 5.7767,                 3.1953,             0.00025859,             0.00025859,             0.00025859
                    157,                 1.1117,                0.54669,                 1.0035,                0.22305,                 0.1851,                0.21968,                0.10255,                 2.8387,                 5.7743,                 3.0714,             0.00025309,             0.00025309,             0.00025309
                    158,                 1.0997,                0.54497,                 1.0107,                0.18352,                0.15054,                0.16725,                0.07627,                 2.8712,                 5.5355,                 3.0667,             0.00024759,             0.00024759,             0.00024759
                    159,                  1.088,                0.53884,                  1.004,                0.44709,                0.17793,                0.34122,                0.16512,                 2.8887,                 5.7415,                 3.0454,             0.00024209,             0.00024209,             0.00024209
                    160,                 1.0955,                0.53421,                 1.0062,                0.18879,                0.15054,                0.17146,                0.07799,                  2.959,                 5.7721,                 3.0949,             0.00023659,             0.00023659,             0.00023659
                    161,                 1.0814,                0.53133,                0.99772,                0.51583,                0.15054,                0.16505,                0.07319,                 2.9285,                 5.6604,                 3.2419,             0.00023109,             0.00023109,             0.00023109
                    162,                 1.0926,                0.53414,                 1.0042,                0.52234,                0.15771,                0.17408,                0.07397,                 2.9991,                 5.6683,                 3.2679,             0.00022559,             0.00022559,             0.00022559
                    163,                 1.0816,                0.52635,                 1.0023,                0.51669,                0.14901,                0.17818,                0.07915,                 2.9523,                 5.6073,                 3.1704,             0.00022009,             0.00022009,             0.00022009
                    164,                 1.0868,                0.53746,                 1.0044,                0.51979,                0.14695,                0.25549,                 0.1091,                 2.9899,                 5.3431,                 3.4289,             0.00021459,             0.00021459,             0.00021459
                    165,                  1.085,                0.53598,                 1.0051,                  0.515,                0.15412,                0.22165,                0.10261,                 2.9553,                 5.5435,                 3.3146,             0.00020909,             0.00020909,             0.00020909
                    166,                 1.0849,                0.53262,                  1.004,                0.51453,                0.14695,                0.16486,                0.07202,                 2.9512,                 5.5615,                  3.455,             0.00020359,             0.00020359,             0.00020359
                    167,                 1.0785,                0.53251,                0.99837,                0.52491,                0.15017,                0.17557,                0.07767,                 2.9148,                 5.4067,                 3.4976,             0.00019809,             0.00019809,             0.00019809
                    168,                 1.0802,                0.53454,                0.99353,                0.52557,                 0.1465,                0.16952,                0.07441,                 2.9918,                 5.2859,                 3.5905,             0.00019259,             0.00019259,             0.00019259
                    169,                 1.0571,                0.52252,                0.99193,                0.52759,                0.15019,                0.16898,                0.07119,                 2.9533,                 5.3704,                 3.6123,             0.00018709,             0.00018709,             0.00018709
                    170,                 1.0675,                0.53228,                 0.9982,                0.51416,                0.15771,                0.17113,                0.07288,                 2.9432,                   5.66,                 3.3406,             0.00018159,             0.00018159,             0.00018159
                    171,                 1.0608,                0.52062,                0.99262,                0.19118,                0.15054,                0.16086,                0.06741,                  2.956,                  5.582,                 3.4987,             0.00017609,             0.00017609,             0.00017609
                    172,                 1.0463,                0.52287,                0.98829,                0.52303,                0.15621,                0.17669,                0.07718,                 2.9866,                 5.4296,                 3.5962,             0.00017059,             0.00017059,             0.00017059
                    173,                 1.0472,                0.51129,                0.98762,                 0.1834,                0.15412,                0.17368,                0.07162,                 2.9479,                 5.6317,                 3.4244,             0.00016509,             0.00016509,             0.00016509
                    174,                 1.0404,                0.52144,                0.98744,                0.52727,                0.15054,                0.17294,                0.07773,                 2.9083,                 5.6146,                  3.418,              0.0001596,              0.0001596,              0.0001596
                    175,                 1.0466,                0.51783,                0.99265,                0.18276,                0.15412,                0.17172,                0.07678,                 2.8507,                 5.6054,                 3.3948,              0.0001541,              0.0001541,              0.0001541
                    176,                 1.0355,                0.51294,                0.98344,                0.51196,                0.15412,                 0.1677,                0.07399,                 2.9061,                 5.8017,                 3.3953,              0.0001486,              0.0001486,              0.0001486
                    177,                 1.0493,                0.52069,                0.98845,                 0.1802,                0.15185,                0.16934,                0.07427,                 2.9066,                 5.4217,                 3.4081,              0.0001431,              0.0001431,              0.0001431
                    178,                 1.0373,                0.51083,                0.98555,                0.51426,                0.15771,                0.15632,                0.06841,                 2.9574,                 5.5344,                 3.3476,              0.0001376,              0.0001376,              0.0001376
                    179,                  1.031,                0.50704,                0.97875,                0.52373,                0.15756,                0.16362,                0.06782,                 2.9535,                 5.5809,                 3.4502,              0.0001321,              0.0001321,              0.0001321
                    180,                 1.0454,                0.51802,                0.98499,                0.52026,                0.15771,                0.16648,                0.07117,                 2.8765,                 5.6278,                  3.363,              0.0001266,              0.0001266,              0.0001266
                    181,                 1.0281,                0.51869,                0.98437,                0.52168,                0.15366,                0.20151,                0.09229,                   2.93,                 5.4324,                 3.4872,              0.0001211,              0.0001211,              0.0001211
                    182,                 1.0322,                0.51058,                0.98022,                0.51805,                0.16038,                0.20983,                 0.0951,                 2.9118,                 5.5509,                  3.384,              0.0001156,              0.0001156,              0.0001156
                    183,                 1.0331,                0.51182,                0.98685,                0.51878,                0.15412,                0.19979,                 0.0881,                 2.9089,                 5.7911,                 3.4369,              0.0001101,              0.0001101,              0.0001101
                    184,                 1.0235,                0.50037,                0.98532,                0.51709,                0.15412,                 0.1699,                0.07232,                 2.8672,                 5.8859,                 3.3213,              0.0001046,              0.0001046,              0.0001046
                    185,                 1.0044,                0.49704,                0.97701,                0.53135,                0.15735,                 0.1751,                0.07126,                 2.9293,                 5.6224,                 3.4596,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    186,                 1.0317,                0.51022,                0.97225,                0.51789,                0.15412,                0.17278,                 0.0724,                 2.8731,                 5.8303,                 3.3604,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    187,                 1.0122,                0.50089,                0.98135,                0.51624,                0.15412,                0.17284,                0.07536,                 2.8664,                 5.7543,                 3.4077,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    188,                 1.0059,                 0.4999,                0.97732,                 0.5264,                0.15412,                0.17365,                0.07803,                 2.9029,                 5.5759,                 3.5297,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    189,                 1.0277,                0.50628,                0.97567,                0.52942,                0.15412,                0.17472,                0.07685,                 2.8904,                 5.7366,                 3.4004,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    190,                 1.0034,                0.50487,                0.98112,                0.52175,                0.15054,                0.17385,                0.07799,                 2.8956,                  5.974,                 3.3496,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    191,                 1.0472,                0.49614,                 1.0069,                0.52098,                0.15698,                 0.1625,                0.06956,                 3.0264,                 5.7537,                 3.3878,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    192,                 1.0156,                0.47713,                0.99343,                0.52408,                0.15412,                0.16622,                0.07108,                 3.0217,                  5.689,                  3.461,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    193,                0.98236,                0.46492,                0.98025,                0.51789,                0.15562,                0.16805,                0.07243,                 3.0177,                 5.7085,                 3.5073,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    194,                 0.9751,                 0.4606,                0.97427,                0.52074,                0.15771,                 0.1683,                0.07241,                 3.0189,                 5.6957,                 3.5352,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    195,                0.97261,                 0.4559,                0.97946,                0.51967,                0.15771,                0.17139,                0.07529,                 2.9844,                 5.7843,                 3.5517,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    196,                0.96711,                0.45662,                 0.9764,                0.52056,                0.15771,                0.17119,                0.07562,                 2.9782,                 5.7889,                 3.5284,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    197,                0.96305,                0.44898,                 0.9779,                0.52328,                0.15669,                0.17289,                0.07756,                 2.9797,                 5.7969,                 3.4576,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    198,                0.96357,                0.45541,                0.97495,                0.52434,                0.15412,                0.17525,                0.07585,                 2.9792,                 5.9228,                 3.4439,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    199,                0.94411,                0.44562,                0.96927,                0.52026,                0.15561,                0.17626,                0.07784,                 2.9721,                 5.9294,                 3.4903,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    200,                0.94752,                0.45326,                0.97216,                0.52089,                 0.1568,                0.17532,                0.07527,                 2.9743,                 5.8875,                 3.4906,             1.6609e-05,             1.6609e-05,             1.6609e-05
